ID_Orden,Fecha,ID_Cliente,ID_Producto,Nombre_Producto,Categoria,Cantidad,Precio_Unitario,COGS_Unitario,Costo_Envio,Ciudad_Destino,Fuente_Adquisicion,Estado_Envio
ORD-1851,2025-12-13 15:57:18,CLI-6149,P001,Vaso Termico Inteligente Auto,Auto,1,36.18,15.18,7.17,Bogota,Directo,Entregado
ORD-3207,2026-02-25 19:38:39,CLI-6372,P001,Vaso Termico Inteligente Auto,Auto,1,37.58,14.7,9.17,Barranquilla,Organico_Instagram,Entregado
ORD-1895,2025-12-14 21:23:28,CLI-5874,P001,Vaso Termico Inteligente Auto,Auto,1,39.23,14.32,7.4,Barranquilla,,Entregado
ORD-1496,2025-11-28 00:02:59,CLI-5219,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.31,8.16,7.6,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-3305,2026-03-03 01:34:39,CLI-6611,P001,Vaso Termico Inteligente Auto,Auto,2,39.63,15.39,7.86,Bogota,Campana_Vaso_Vertical,En transito
ORD-2782,2026-02-02 02:48:57,CLI-5044,P002,Mini Bicicleta Premium,Fitness,1,118.48,46.86,4.46,Bogota,Organico_Instagram,Entregado
ORD-1335,2025-11-20 11:49:59,CLI-5157,P002,Mini Bicicleta Premium,Fitness,1,124.42,46.46,5.83,Bogota,,Entregado
ORD-3839,2026-03-29 19:11:27,CLI-5104,P002,Mini Bicicleta Premium,Fitness,4,112.36,47.44,11.27,Bogota,Organico_Instagram,Entregado
ORD-1515,2025-11-30 09:01:40,CLI-5471,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.58,7.61,5.59,Medellin,Organico_Instagram,Entregado
ORD-2348,2026-01-02 14:07:13,CLI-5649,P003,Soporte Magnetico Carga ,Oficina/Auto,1,25.45,7.88,5.92,Bogota,Directo,Entregado
ORD-2015,2025-12-19 20:25:40,CLI-6242,P001,Vaso Termico Inteligente Auto,Auto,1,38.24,15.33,3.02,Medellin,Campana_Vaso_Vertical,En transito
ORD-3816,2026-03-28 08:18:56,CLI-6773,P001,Vaso Termico Inteligente Auto,Auto,1,38.47,15.15,5.37,Bogota,Campana_Vaso_Vertical,Entregado
ORD-4309,2026-04-22 20:16:33,CLI-5070,P002,Mini Bicicleta Premium,Fitness,1,123.3,44.31,6.5,Barranquilla,Campana_Bici_Carrusel,Entregado
ORD-4303,2026-04-21 04:28:03,CLI-6649,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.55,8.41,7.34,Barranquilla,Organico_Instagram,Entregado
ORD-3809,2026-03-27 11:16:37,CLI-5543,P002,Mini Bicicleta Premium,Fitness,1,114.36,45.6,4.23,Medellin,Organico_Instagram,Entregado
ORD-4022,2026-04-07 09:56:16,CLI-6741,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.05,8.31,3.0,Bogota,Directo,Entregado
ORD-2781,2026-02-02 14:00:48,CLI-5546,P004,Cojin Ergonomico Gel,Oficina/Auto,1,32.16,11.66,3.85,Bogota,Campana_Vaso_Vertical,En transito
ORD-3569,2026-03-15 08:11:52,CLI-6456,P004,Cojin Ergonomico Gel,Oficina/Auto,1,36.37,12.39,6.83,Cali,Organico_Instagram,Entregado
ORD-2785,2026-02-02 07:44:49,CLI-6025,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.53,8.42,12.41,Bucaramanga,Campana_Vaso_Vertical,Entregado
ORD-3070,2026-02-18 17:51:15,CLI-6090,P001,Vaso Termico Inteligente Auto,Auto,1,38.85,15.33,12.02,Bucaramanga,Organico_Instagram,Entregado
ORD-1356,2025-11-21 10:28:49,CLI-6809,P004,Cojin Ergonomico Gel,Oficina/Auto,1,35.21,11.85,7.67,Medellin,Organico_Instagram,Entregado
ORD-4360,2026-04-24 13:23:53,CLI-6804,P001,Vaso Termico Inteligente Auto,Auto,1,40.24,15.81,8.17,Cali,Directo,Entregado
ORD-2312,2025-12-31 08:30:24,CLI-5938,P002,Mini Bicicleta Premium,Fitness,1,128.48,47.27,,Bogota,Campana_Bici_Carrusel,Entregado
ORD-2635,2026-01-23 16:06:19,CLI-5611,P002,Mini Bicicleta Premium,Fitness,1,124.27,46.82,6.71,Bogota,,Entregado
ORD-1550,2025-12-01 18:51:44,CLI-5372,P001,Vaso Termico Inteligente Auto,Auto,1,41.04,15.05,7.25,Cali,Organico_Instagram,Entregado
ORD-3388,2026-03-07 10:10:54,CLI-5420,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.38,7.65,7.07,Bogota,Organico_Instagram,Entregado
ORD-3479,2026-03-12 02:25:37,CLI-5040,P001,Vaso Termico Inteligente Auto,Auto,1,41.05,16.04,7.83,Cali,Organico_Instagram,Entregado
ORD-3521,2026-03-13 12:26:16,CLI-6131,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.31,8.25,,Bucaramanga,Organico_Instagram,Entregado
ORD-3265,2026-03-01 20:15:50,CLI-6329,P001,Vaso Termico Inteligente Auto,Auto,1,40.88,15.38,5.44,Cali,,Entregado
ORD-3959,2026-04-04 18:58:43,CLI-6278,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.09,7.78,6.12,Bucaramanga,Organico_Instagram,Entregado
ORD-2227,2025-12-27 06:29:04,CLI-5782,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.41,7.8,6.52,Bogota,Campana_Bici_Carrusel,Entregado
ORD-4153,2026-04-14 03:46:49,CLI-6425,P001,Vaso Termico Inteligente Auto,Auto,1,37.86,14.68,9.51,Cali,Organico_Instagram,Entregado
ORD-1957,2025-12-17 11:21:25,CLI-5950,P001,Vaso Termico Inteligente Auto,Auto,1,38.53,15.72,6.62,Cali,Organico_Instagram,Entregado
ORD-2773,2026-02-01 05:28:00,CLI-5995,P004,Cojin Ergonomico Gel,Oficina/Auto,3,33.6,12.56,13.37,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-3141,2026-02-22 11:19:29,CLI-5082,P002,Mini Bicicleta Premium,Fitness,1,117.61,46.43,7.06,Bogota,Campana_Bici_Carrusel,Entregado
ORD-2008,2025-12-19 19:13:53,CLI-6184,P001,Vaso Termico Inteligente Auto,Auto,3,41.48,15.32,10.72,Medellin,Directo,Entregado
ORD-2092,2025-12-22 10:16:43,CLI-5670,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.52,8.28,3.92,Medellin,Organico_Instagram,En transito
ORD-4145,2026-04-13 07:12:23,CLI-5662,P002,Mini Bicicleta Premium,Fitness,1,111.86,45.87,5.93,Bogota,Campana_Bici_Carrusel,Entregado
ORD-3744,2026-03-24 23:13:58,CLI-5360,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.75,12.31,4.77,Bogota,Campana_Vaso_Vertical,Entregado
ORD-1996,2025-12-19 05:33:22,CLI-6603,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.87,8.15,3.0,Bogota,Organico_Instagram,Entregado
ORD-2679,2026-01-26 02:22:37,CLI-5474,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.25,7.93,6.49,Medellin,Directo,Entregado
ORD-1153,2025-11-08 08:06:09,CLI-6388,P001,Vaso Termico Inteligente Auto,Auto,1,41.07,14.93,5.17,Medellin,Campana_Vaso_Vertical,Entregado
ORD-4279,2026-04-20 12:48:20,CLI-6790,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.56,8.55,7.64,Bucaramanga,Campana_Vaso_Vertical,Entregado
ORD-3908,2026-04-02 16:42:48,CLI-6166,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.84,8.35,6.11,Bogota,,Entregado
ORD-3837,2026-03-29 13:23:21,CLI-5192,P002,Mini Bicicleta Premium,Fitness,1,122.84,43.18,4.46,Medellin,Campana_Bici_Carrusel,En transito
ORD-1580,2025-12-03 12:46:21,CLI-6440,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.35,8.33,6.16,Bogota,Organico_Instagram,Entregado
ORD-2470,2026-01-12 05:20:25,CLI-5027,P003,Soporte Magnetico Carga,Oficina/Auto,3,23.55,8.51,12.8,Cali,,Entregado
ORD-1703,2025-12-07 03:43:50,CLI-6424,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.46,7.88,5.04,Cali,Campana_Vaso_Vertical,Entregado
ORD-2212,2025-12-27 20:50:12,CLI-5642,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.68,7.67,5.47,Bogota,Directo,Retrasado
ORD-1896,2025-12-14 07:53:50,CLI-5247,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.63,8.32,7.66,Cali,,Entregado
ORD-1487,2025-11-28 07:27:09,CLI-5533,P004,Cojin Ergonomico Gel,Oficina/Auto,1,33.84,12.39,8.51,Cali,Organico_Instagram,Entregado
ORD-1559,2025-12-02 01:24:47,CLI-6826,P001,Vaso Termico Inteligente Auto,Auto,1,38.01,15.54,5.4,Bogota,Organico_Instagram,Retrasado
ORD-2141,2025-12-24 04:05:55,CLI-6361,P004,Cojin Ergonomico Gel,Oficina/Auto,1,33.22,12.64,7.62,Medellin,Directo,En transito
ORD-2119,2025-12-23 10:47:14,CLI-6472,P002,Mini Bicicleta Premium,Fitness,1,129.03,47.1,3.0,Bogota,Organico_Instagram,Entregado
ORD-3849,2026-03-29 18:29:44,CLI-5750,P002,Mini Bicicleta Premium,Fitness,1,127.05,46.09,12.05,,Organico_Instagram,Entregado
ORD-1512,2025-11-29 03:17:21,CLI-5285,P004,Cojin Ergonomico Gel,Oficina/Auto,3,31.32,11.85,5.88,Bogota,Organico_Instagram,Entregado
ORD-1633,2025-12-05 16:14:40,CLI-6798,P001,Vaso Termico Inteligente Auto,Auto,1,38.71,16.01,3.19,Medellin,Campana_Vaso_Vertical,Entregado
ORD-4036,2026-04-08 03:32:24,CLI-6971,P002,Mini Bicicleta Premium,Fitness,1,127.39,47.63,5.97,Medellin,Campana_Bici_Carrusel,Entregado
ORD-2664,2026-01-25 13:38:10,CLI-5862,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.73,7.72,5.56,Cali,Campana_Vaso_Vertical,Entregado
ORD-2012,2025-12-19 20:52:44,CLI-6398,P001,Vaso Termico Inteligente Auto,Auto,1,37.16,15.38,10.04,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-2931,2026-02-10 08:30:59,CLI-5411,P001,Vaso Termico Inteligente Auto,Auto,1,36.92,15.54,3.33,Bogota,Campana_Vaso_Vertical,Entregado
ORD-2150,2025-12-24 07:46:58,CLI-5906,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.39,8.32,6.43,Medellin,Organico_Instagram,Entregado
ORD-3838,2026-03-29 19:00:05,CLI-6187,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.43,7.82,4.61,Bogota,Directo,Entregado
ORD-4305,2026-04-21 17:56:06,CLI-5812,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.06,7.89,4.01,Medellin,Organico_Instagram,Entregado
ORD-1116,2025-11-06 20:50:08,CLI-6085,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.54,7.84,6.68,Medellin,Organico_Instagram,En transito
ORD-1740,2025-12-09 16:27:08,CLI-5899,P001,Vaso Termico Inteligente Auto,Auto,1,41.93,15.27,5.95,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-4254,2026-04-19 06:33:47,CLI-5516,P003,Soporte Magnetico Carga,Oficina/Auto,2,24.24,8.36,6.69,Bogota,Organico_Instagram,Entregado
ORD-2974,2026-02-12 02:39:08,CLI-5459,P002,Mini Bicicleta Premium,Fitness,1,128.17,45.13,7.64,Medellin,,Entregado
ORD-2081,2025-12-22 17:58:50,CLI-5083,P001,Vaso Termico Inteligente Auto,Auto,1,39.75,15.26,9.8,Barranquilla,Organico_Instagram,Entregado
ORD-2810,2026-02-03 12:21:02,CLI-5882,P001,Vaso Termico Inteligente Auto,Auto,1,37.62,15.65,9.35,Medellin,Campana_Vaso_Vertical,Entregado
ORD-1830,2025-12-13 15:50:56,CLI-6102,P001,Vaso Termico Inteligente Auto,Auto,1,35.9,14.29,4.22,Bogota,Directo,Entregado
ORD-1119,2025-11-07 05:24:39,CLI-5510,P001,Vaso Termico Inteligente Auto,Auto,1,42.1,14.68,9.91,Medellin,Organico_Instagram,Entregado
ORD-1656,2025-12-06 01:19:42,CLI-5436,P001,Vaso Termico Inteligente Auto,Auto,1,40.46,14.46,7.92,Bogota,Directo,En transito
ORD-4215,2026-04-17 14:04:45,CLI-5050,P001,Vaso Termico Inteligente Auto,Auto,1,41.89,14.27,5.41,Medellin,Directo,Retrasado
ORD-4166,2026-04-14 00:22:07,CLI-5666,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.23,7.71,3.59,Bogota,Organico_Instagram,Entregado
ORD-4451,2026-04-28 08:17:03,CLI-5323,P001,Vaso Termico Inteligente Auto,Auto,4,37.54,15.57,15.24,,Campana_Vaso_Vertical,Entregado
ORD-1635,2025-12-05 11:30:53,CLI-6436,P004,Cojin Ergonomico Gel,Oficina/Auto,1,36.46,12.74,7.53,Bogota,Campana_Bici_Carrusel,En transito
ORD-1369,22/11/2025 04:25:09,CLI-6630,P001,Vaso Termico Inteligente Auto,Auto,2,41.96,15.73,6.8,Medellin,Campana_Vaso_Vertical,Entregado
ORD-1268,2025-11-16 11:20:33,CLI-6835,P001,Vaso Termico Inteligente Auto,Auto,1,37.73,14.62,3.0,Bogota,Directo,Entregado
ORD-3703,2026-03-21 02:09:48,CLI-6402,P004,Cojin Ergonomico Gel,Oficina/Auto,1,34.86,12.14,5.63,Bogota,Directo,Entregado
ORD-3983,2026-04-05 21:21:39,CLI-5790,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.54,8.29,4.66,Bogota,Organico_Instagram,Entregado
ORD-3870,2026-03-31 10:33:50,CLI-6790,P002,Mini Bicicleta Premium,Fitness,1,119.67,44.58,5.42,Barranquilla,Campana_Bici_Carrusel,Entregado
ORD-3914,2026-04-02 22:57:35,CLI-5545,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.3,7.81,7.49,Barranquilla,Directo,Entregado
ORD-1046,2025-11-03 08:39:14,CLI-6132,P001,Vaso Termico Inteligente Auto,Auto,1,36.19,14.26,7.59,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-4270,2026-04-20 18:41:15,CLI-6265,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.65,8.19,9.77,Cali,Organico_Instagram,Entregado
ORD-1991,2025-12-19 22:28:25,CLI-5768,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.63,8.27,12.77,Barranquilla,Organico_Instagram,Entregado
ORD-1876,2025-12-14 19:52:51,CLI-6099,P002,Mini Bicicleta Premium,Fitness,1,119.58,47.49,5.79,Cali,Campana_Bici_Carrusel,Entregado
ORD-1773,2025-12-11 10:59:56,CLI-6789,P001,Vaso Termico Inteligente Auto,Auto,1,36.55,15.88,8.82,Bogota,Organico_Instagram,En transito
ORD-2219,2025-12-27 04:56:44,CLI-6981,P004,Cojin Ergonomico Gel,Oficina/Auto,1,34.03,11.89,12.64,Bucaramanga,Campana_Vaso_Vertical,Entregado
ORD-2126,2025-12-23 17:59:34,CLI-6563,P001,Vaso Termico Inteligente Auto,Auto,1,38.69,14.94,-12.33,Cali,Directo,Entregado
ORD-1004,2025-11-01 04:21:15,CLI-6665,P004,Cojin Ergonomico Gel,Oficina/Auto,1,35.33,12.38,6.99,Cali,Directo,Entregado
ORD-4051,2026-04-09 02:18:11,CLI-6170,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.61,12.47,8.49,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-2595,2026-01-21 19:40:06,CLI-6714,P001,Vaso Termico Inteligente Auto,Auto,1,38.85,15.41,5.95,Medellin,Directo,Entregado
ORD-3311,2026-03-03 06:39:17,CLI-5395,P001,Vaso Termico Inteligente Auto,Auto,1,37.73,16.01,8.61,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-4040,2026-04-08 06:20:22,CLI-6829,P001,Vaso Termico Inteligente Auto,Auto,1,39.82,15.56,7.93,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-4383,2026-04-25 23:23:23,CLI-6029,P002,Mini Bicicleta Premium,Fitness,1,128.9,46.59,12.57,Bucaramanga,Campana_Bici_Carrusel,En transito
ORD-3491,2026-03-12 12:47:22,CLI-5873,P002,Mini Bicicleta Premium,Fitness,1,128.33,45.78,8.69,Bogota,Organico_Instagram,Entregado
ORD-4050,2026-04-09 17:54:30,CLI-5165,P001,Vaso Termico Inteligente Auto,Auto,1,39.96,15.03,5.98,Bogota,Campana_Bici_Carrusel,Entregado
ORD-2077,2025-12-21 07:13:56,CLI-6155,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.45,8.25,5.26,Barranquilla,Organico_Instagram,Entregado
ORD-1837,2025-12-13 08:11:02,CLI-5633,P002,Mini Bicicleta Premium,Fitness,2,125.16,44.01,15.68,Bucaramanga,Organico_Instagram,Entregado
ORD-1681,2025-12-07 06:36:39,CLI-5956,P001,Vaso Termico Inteligente Auto,Auto,1,39.24,15.44,8.7,Bogota,Campana_Vaso_Vertical,Entregado
ORD-2715,2026-01-28 00:55:26,CLI-5469,P001,Vaso Termico Inteligente Auto,Auto,1,37.66,14.82,7.42,Bucaramanga,Campana_Vaso_Vertical,En transito
ORD-3352,2026-03-05 13:23:08,CLI-5770,P004,Cojin Ergonomico Gel,Oficina/Auto,1,33.05,11.99,4.45,Medellin,Organico_Instagram,Entregado
ORD-3617,2026-03-17 04:31:20,CLI-5062,P002,Mini Bicicleta Premium,Fitness,2,118.49,44.09,11.26,Barranquilla,Campana_Bici_Carrusel,Entregado
ORD-3361,2026-03-06 06:42:05,CLI-5942,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.18,7.85,7.83,Medellin,Directo,Entregado
ORD-3197,2026-02-24 02:54:37,CLI-5110,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.77,8.23,7.21,Medellin,Organico_Instagram,Entregado
ORD-2148,2025-12-24 12:36:31,CLI-6888,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.33,11.6,9.05,Medellin,Campana_Bici_Carrusel,En transito
ORD-1574,2025-12-02 01:42:17,CLI-5329,P001,Vaso Termico Inteligente Auto,Auto,1,39.13,15.11,7.82,Barranquilla,Directo,Entregado
ORD-1050,2025-11-03 21:33:29,CLI-5514,P003,Soporte Magnetico Carga,Oficina/Auto,2,25.83,7.76,9.03,Medellin,Organico_Instagram,Entregado
ORD-1853,2025-12-13 06:53:58,CLI-5011,P001,Vaso Termico Inteligente Auto,Auto,1,40.36,15.82,7.8,Bucaramanga,Directo,Entregado
ORD-2982,2026-02-13 19:09:31,CLI-6998,P002,Mini Bicicleta Premium,Fitness,1,115.7,46.44,9.11,Barranquilla,Campana_Bici_Carrusel,Devuelto
ORD-3774,2026-03-25 20:10:39,CLI-5752,P004,Cojin Ergonomico Gel,Oficina/Auto,1,31.37,12.34,10.93,Cali,Campana_Bici_Carrusel,Entregado
ORD-2823,2026-02-04 03:34:13,CLI-5258,P002,Mini Bicicleta Premium,Fitness,1,113.36,45.16,4.58,Barranquilla,Organico_Instagram,Entregado
ORD-1833,2025-12-13 05:26:00,CLI-5992,P001,Vaso Termico Inteligente Auto,Auto,1,38.75,14.92,9.16,Bucaramanga,Organico_Instagram,En transito
ORD-2115,2025-12-23 07:49:36,CLI-5756,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.61,8.36,9.33,Bucaramanga,Campana_Vaso_Vertical,Retrasado
ORD-2166,2025-12-25 00:37:17,CLI-5226,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.58,7.87,5.29,Bogota,Campana_Vaso_Vertical,Entregado
ORD-3518,2026-03-13 01:19:25,CLI-6654,P001,Vaso Termico Inteligente Auto,Auto,1,36.39,15.65,5.87,Medellin,Organico_Instagram,Entregado
ORD-2906,2026-02-08 00:31:32,CLI-6627,P004,Cojin Ergonomico Gel,Oficina/Auto,2,33.4,12.38,7.96,Medellin,Campana_Bici_Carrusel,En transito
ORD-1971,2025-12-18 22:26:22,CLI-6953,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.19,8.5,6.51,Bogota,Organico_Instagram,Entregado
ORD-3701,2026-03-21 21:56:36,CLI-6180,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.31,8.53,3.25,Medellin,Directo,Retrasado
ORD-1399,2025-11-23 09:42:49,CLI-5710,P003,Soporte Magnetico Carga,Oficina/Auto,2,23.46,8.05,6.81,Bogota,Campana_Vaso_Vertical,En transito
ORD-3559,2026-03-15 23:17:10,CLI-5162,P001,Vaso Termico Inteligente Auto,Auto,1,37.19,14.39,8.39,Cali,Directo,Entregado
ORD-3368,2026-03-06 23:30:36,CLI-5045,P002,Mini Bicicleta Premium,Fitness,1,125.16,44.49,6.45,Cali,Organico_Instagram,Devuelto
ORD-1019,2025-11-01 06:05:07,CLI-6455,P002,Mini Bicicleta Premium,Fitness,1,123.32,47.52,11.29,Cali,Organico_Instagram,Entregado
ORD-1684,2025-12-07 13:18:22,CLI-5549,P002,Mini Bicicleta Premium,Fitness,2,114.72,46.16,7.6,Cali,Campana_Bici_Carrusel,Entregado
ORD-1035,2025-11-02 12:16:35,CLI-5630,P002,Mini Bicicleta Premium,Fitness,1,112.81,46.4,3.47,Barranquilla,Directo,Entregado
ORD-3950,2026-04-04 07:01:35,CLI-6610,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.43,8.29,6.18,Cali,Directo,Entregado
ORD-4333,2026-04-23 02:36:15,CLI-6701,P002,Mini Bicicleta Premium,Fitness,1,127.49,45.55,5.29,Cali,Directo,Entregado
ORD-3875,2026-03-31 16:58:36,CLI-5060,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.47,8.47,12.36,Bucaramanga,,Entregado
ORD-1524,2025-11-30 02:12:34,CLI-6361,P004,Cojin Ergonomico Gel,Oficina/Auto,1,32.64,11.83,6.87,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-3455,2026-03-10 08:08:49,CLI-5631,P002,Mini Bicicleta Premium,Fitness,1,117.68,47.0,6.98,Medellin,Directo,En transito
ORD-1920,2025-12-16 04:59:17,CLI-5112,P001,Vaso Termico Inteligente Auto,Auto,1,41.07,14.59,5.75,Bogota,Organico_Instagram,Devuelto
ORD-2841,2026-02-05 21:32:13,CLI-5452,P001,Vaso Termico Inteligente Auto,Auto,1,36.55,14.43,7.17,Medellin,Campana_Vaso_Vertical,Entregado
ORD-2890,2026-02-08 10:13:02,CLI-5998,P001,Vaso Termico Inteligente Auto,Auto,1,37.76,14.85,3.95,Bogota,Organico_Instagram,Entregado
ORD-1537,2025-12-01 22:53:47,CLI-5334,P001,Vaso Termico Inteligente Auto,Auto,1,41.86,14.36,8.18,Barranquilla,Organico_Instagram,Devuelto
ORD-3806,2026-03-27 00:23:45,CLI-5309,P003,Soporte Magnetico Carga,Oficina/Auto,3,22.84,7.74,10.88,bogota,Organico_Instagram,Entregado
ORD-2705,2026-01-27 12:25:47,CLI-6456,P002,Mini Bicicleta Premium,Fitness,1,115.33,45.18,7.98,Bucaramanga,Organico_Instagram,Entregado
ORD-4450,2026-04-28 20:06:13,CLI-6781,P001,Vaso Termico Inteligente Auto,Auto,1,39.42,15.26,6.67,Bogota,Campana_Vaso_Vertical,Entregado
ORD-1245,2025-11-14 23:47:48,CLI-6087,P004,Cojin Ergonomico Gel,Oficina/Auto,1,32.13,12.32,4.34,Cali,Directo,Entregado
ORD-1784,2025-12-11 19:03:11,CLI-6205,P002,Mini Bicicleta Premium,Fitness,1,118.28,44.79,4.77,Bogota,Campana_Bici_Carrusel,Entregado
ORD-2409,2026-01-07 07:39:37,CLI-5451,P002,Mini Bicicleta Premium,Fitness,1,127.06,47.02,6.57,Medellin,Campana_Bici_Carrusel,Retrasado
ORD-3537,2026-03-14 16:59:25,CLI-6140,P002,Mini Bicicleta Premium,Fitness,1,116.82,46.96,3.0,Bogota,Campana_Bici_Carrusel,En transito
ORD-1154,2025-11-09 16:03:27,CLI-5827,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.52,7.77,7.76,Bogota,Directo,Entregado
ORD-4009,2026-04-07 08:21:34,CLI-6635,P004,Cojin Ergonomico Gel,Oficina/Auto,1,32.23,11.89,,Bogota,Directo,Entregado
ORD-2686,2026-01-26 19:01:59,CLI-5579,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.12,7.8,11.91,Barranquilla,Campana_Bici_Carrusel,Entregado
ORD-3901,2026-04-02 06:13:53,CLI-5906,P001,Vaso Termico Inteligente Auto,Auto,1,39.26,15.39,7.44,Cali,Organico_Instagram,Entregado
ORD-1625,2025-12-04 07:48:40,CLI-6457,P001,Vaso Termico Inteligente Auto,Auto,1,38.03,14.77,3.56,Cali,,Devuelto
ORD-3733,2026-03-23 11:29:38,CLI-5265,P002,Mini Bicicleta Premium,Fitness,1,125.19,48.06,5.23,Bucaramanga,Campana_Bici_Carrusel,Entregado
ORD-4387,2026-04-25 10:34:55,CLI-6806,P002,Mini Bicicleta Premium,Fitness,1,128.31,43.12,11.44,Barranquilla,Campana_Bici_Carrusel,En transito
ORD-2346,2026-01-02 17:44:59,CLI-6607,P002,Mini Bicicleta Premium,Fitness,1,112.39,44.84,3.87,Bogota,Campana_Bici_Carrusel,En transito
ORD-1569,2025-12-02 09:59:46,CLI-5129,P001,Vaso Termico Inteligente Auto,Auto,1,42.1,15.2,4.7,Medellin,Organico_Instagram,Entregado
ORD-4452,2026-04-28 02:37:06,CLI-5668,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.38,8.46,9.71,Barranquilla,Organico_Instagram,Entregado
ORD-2758,2026-02-01 10:03:48,CLI-5981,P001,Vaso Termico Inteligente Auto,Auto,1,39.95,15.58,6.53,Barranquilla,Organico_Instagram,Entregado
ORD-2816,2026-02-04 16:42:28,CLI-6769,P001,Vaso Termico Inteligente Auto,Auto,1,41.91,15.29,,Bogota,Directo,Entregado
ORD-3065,2026-02-17 10:24:08,CLI-6038,P001,Vaso Termico Inteligente Auto,Auto,1,40.68,14.31,8.01,Cali,Organico_Instagram,Entregado
ORD-1127,2025-11-07 00:49:59,CLI-5079,P001,Vaso Termico Inteligente Auto,Auto,1,40.34,15.65,4.2,Bogota,Organico_Instagram,Entregado
ORD-4381,2026-04-25 05:49:09,CLI-5747,P002,Mini Bicicleta Premium,Fitness,1,126.69,45.9,9.08,Cali,Campana_Bici_Carrusel,Entregado
ORD-3006,2026-02-14 18:21:40,CLI-5210,P001,Vaso Termico Inteligente Auto,Auto,1,41.92,14.27,3.75,Barranquilla,Campana_Vaso_Vertical,Entregado
ORD-3975,2026-04-05 18:32:25,CLI-6192,P003,Soporte Magnetico Carga,Oficina/Auto,1,24.09,7.62,3.0,Bogota,Organico_Instagram,Entregado
ORD-1980,2025-12-18 22:30:32,CLI-6089,P001,Vaso Termico Inteligente Auto,Auto,1,39.44,15.69,5.91,Bogota,Campana_Vaso_Vertical,Entregado
ORD-2011,2025-12-19 05:32:10,CLI-6401,P003,Soporte Magnetico Carga,Oficina/Auto,1,25.5,7.74,8.74,Bucaramanga,Organico_Instagram,Entregado
ORD-1190,2025-11-11 21:10:46,CLI-5243,P001,Vaso Termico Inteligente Auto,Auto,1,39.85,15.32,8.0,Medellin,Campana_Vaso_Vertical,Entregado
ORD-2139,2025-12-24 19:47:40,CLI-6055,P003,Soporte Magnetico Carga,Oficina/Auto,1,23.35,8.33,11.15,Cali,Directo,En transito
ORD-1992,2025-12-19 16:23:03,CLI-5958,P003,Soporte Magnetico Carga,Oficina/Auto,1,22.26,7.64,10.45,Medellin,Directo,En transito
ORD-1699,2025-12-07 22:23:27,CLI-5008,P001,Vaso Termico Inteligente Auto,Auto,1,39.11,14.89,6.17,Bogota,Campana_Vaso_Vertical,Entregado
